id,birth_ym,gender,retirement_age,address,zipcode,per_capita_income_in_usd,yearly_income_in_usd,total_debt_id_usd,credit_score,num_credit_cards
1992,1956-07-01,Female,72,457 Summit Lane,63874,11636,23725,47647,710,5
968,1998-09-01,Female,69,89 Oak Lane,14210,14456,29475,48741,722,1
19,1937-05-01,Female,68,6577 Catherine Lane,93101,23071,34903,1336,630,1
1605,1980-05-01,Male,67,9995 Pine Avenue,45044,19293,39336,43747,690,3
463,1987-05-01,Female,74,412 Fifth Boulevard,10002,19744,40256,0,719,2
809,1965-05-01,Female,66,2855 Sixth Avenue,60540,41979,85596,159101,618,1
590,1982-06-01,Male,66,300 West Avenue,35055,17198,35060,39104,724,2
1904,1951-02-01,Male,70,5844 Littlewood Street,74467,15195,30983,10019,757,5
545,1964-10-01,Male,67,22 First Boulevard,61611,22416,45707,113194,715,3
789,1976-11-01,Female,60,429 Grant Boulevard,08318,24417,49788,83932,690,3
742,1950-12-01,Female,67,829 Mill Boulevard,20110,24016,50753,20226,698,4
612,1931-09-01,Female,67,336 North Street,41011,18959,16296,667,838,7
536,1998-08-01,Male,62,894 Catherine Boulevard,13339,15242,31077,89659,789,5
523,1992-06-01,Female,65,444 Forest Boulevard,49423,18877,38487,28032,773,4
928,1960-12-01,Female,66,26 Martin Luther King Drive,77019,15862,32347,82667,784,7
1642,1982-04-01,Female,66,48190 Plum Drive,08751,19848,40470,41938,731,5
495,1970-08-01,Male,63,6427 Martin Luther King Drive,13210,18649,38028,79101,831,4
166,1936-04-01,Female,64,9915 Burns Lane,19901,17634,25567,1001,665,3
1277,1987-01-01,Male,65,97542 Hillside Lane,13209,25429,51848,86951,692,1
718,1971-08-01,Male,63,7944 Hill Lane,46761,14263,29081,56301,655,3
1962,1985-09-01,Male,68,2066 Ninth Lane,60521,45307,92375,156949,712,5
133,1988-10-01,Female,65,5295 Pine Street,30060,30747,62692,50290,698,2
682,1961-10-01,Male,62,2130 Valley Stream Lane,84120,17276,35229,60945,724,2
795,1979-03-01,Female,58,73 Oak Street,75223,37234,75918,94579,759,2
1849,1980-11-01,Female,66,364 12th Drive,98445,20345,41483,64098,721,2
1732,1969-07-01,Female,60,4704 Essex Boulevard,94601,26391,53810,78986,637,1
167,1994-01-01,Female,72,189 Washington Street,27370,18657,38036,0,743,3
1496,1999-09-01,Male,65,9895 El Camino Boulevard,02532,23909,48747,171249,713,3
853,1990-08-01,Female,67,225 Lake Boulevard,48336,36817,75070,161525,723,1
237,1977-08-01,Male,72,331 Oak Lane,94531,28733,58584,99235,563,2
769,1966-10-01,Female,66,1132 Hill Street,28607,19604,39974,77967,644,2
2,1971-08-01,Male,64,6035 Forest Avenue,10460,13461,27447,80850,673,5
313,1987-06-01,Female,68,9384 Ocean Avenue,74006,16453,33548,31183,693,2
1624,1996-07-01,Male,74,613 First Boulevard,43950,20697,42200,28557,769,2
958,2001-09-01,Female,65,141 Sixth Boulevard,31014,16413,33459,37753,705,3
989,1941-09-01,Male,66,6283 Rose Avenue,22033,46175,113514,16524,727,8
1562,1982-02-01,Female,65,8 Hillside Lane,74338,12517,25524,69401,759,3
1983,1969-03-01,Male,67,655 George Boulevard,92651,69236,141161,0,773,3
1091,1987-05-01,Female,66,52292 East Street,21202,26431,53890,252106,656,4
759,1959-12-01,Male,65,575 Bayview Lane,37067,36563,74550,37427,687,4
779,1938-03-01,Female,69,44 Valley Boulevard,75076,20874,32669,1433,755,5
105,1965-08-01,Male,68,420 Oak Drive,18434,18432,37579,0,742,5
1618,1966-12-01,Male,66,3512 Forest Street,10553,34646,70634,155651,682,4
1168,1968-10-01,Male,68,207 Ocean View Street,07922,53790,109673,242379,505,1
1237,1973-09-01,Female,66,3276 Maple Street,60085,15770,32150,47179,717,6
699,1978-02-01,Male,68,9141 Ocean View Lane,52327,22308,45475,68358,698,3
646,1981-12-01,Female,65,354 Federal Street,44127,21402,43634,73037,786,3
499,1996-09-01,Male,66,8373 Birch Boulevard,10002,18525,37769,1412,742,2
1403,1945-11-01,Male,61,316 Grant Drive,23015,25937,24545,22488,753,2
631,1936-05-01,Female,65,273 Elm Drive,73129,17070,33811,2206,682,7
1070,1958-11-01,Male,65,841 Wessex Boulevard,52302,25275,51528,58509,745,6
291,1956-01-01,Female,66,682 Federal Lane,30720,19818,40407,62695,793,3
738,1962-10-01,Female,67,15664 Lafayette Street,80301,31377,63974,131731,707,4
142,1960-11-01,Female,68,723 Fourth Drive,06242,25399,51788,77642,675,2
1375,1996-04-01,Female,70,532 Lake Drive,20601,35114,71590,60635,717,2
459,1954-05-01,Male,70,9079 Second Drive,29817,12387,25257,83995,734,6
281,1996-02-01,Male,65,4779 Lafayette Avenue,44266,18907,38549,35691,684,2
498,1999-06-01,Male,61,53 Elm Street,96793,22844,46580,91081,660,2
55,1958-03-01,Female,68,3374 Littlewood Street,94804,21869,44583,85531,717,5
1370,1958-01-01,Female,66,99 Fifth Street,95624,25949,52908,109229,709,4
262,2002-02-01,Male,60,878 Summit Avenue,77901,16005,32635,47930,734,3
1781,1990-03-01,Male,53,73 South Lane,13425,17681,36050,45559,708,3
457,1985-10-01,Female,65,378 West Boulevard,28274,17817,36324,56689,705,4
160,1975-10-01,Male,68,1915 Catherine Boulevard,19963,18622,37965,69614,796,3
1655,1962-12-01,Male,63,2547 El Camino Street,48146,17094,34856,127313,830,3
984,1956-03-01,Female,66,642 Ocean View Lane,34741,16150,32928,80794,850,5
1329,1995-03-01,Female,68,6768 Federal Avenue,92335,13739,28011,20196,720,4
1535,1960-08-01,Male,64,8 Pine Street,45648,16336,33311,65822,590,2
1220,1997-04-01,Female,62,655 Mountain View Lane,84321,17093,34852,53830,641,1
833,1998-11-01,Female,65,1425 Fifth Street,07057,21827,44501,37251,683,2
295,1966-11-01,Male,69,914 Spruce Drive,61458,14739,30054,60128,681,1
1434,1957-10-01,Male,67,8278 Grant Lane,33444,20055,40891,61245,717,4
208,1982-07-01,Female,66,6976 Ocean View Avenue,98021,33226,67747,76650,804,3
1909,1963-05-01,Male,66,603 Lake Avenue,90089,13002,26510,53023,696,4
1356,1936-01-01,Male,70,9 Lafayette Lane,54730,19196,26676,1370,733,5
265,1975-10-01,Female,70,68 Rose Boulevard,78401,22314,45497,101549,713,3
1947,1932-04-01,Male,66,770 Maple Street,31519,14060,27971,1265,765,4
1089,1988-09-01,Female,75,2725 Jefferson Drive,40217,25258,51501,140481,729,3
1790,1998-03-01,Male,69,727 Valley Stream Boulevard,06612,55814,113797,169684,660,1
1999,2000-12-01,Male,69,1749 Spruce Street,76550,16744,34134,0,683,2
814,1948-01-01,Male,65,9380 Hill Drive,32909,15318,16302,14408,748,4
175,1986-06-01,Female,63,8740 Lafayette Drive,11757,26528,54091,165960,675,1
305,1968-10-01,Male,65,9070 Third Boulevard,12996,14415,29388,21221,755,3
1225,1965-11-01,Male,70,6831 Valley Boulevard,94901,30819,62837,86171,850,3
1405,1974-04-01,Male,71,70 Tenth Boulevard,58201,23910,48755,37315,777,8
1920,1955-07-01,Male,66,3315 Lake Lane,56319,15325,31244,51924,713,4
241,1961-04-01,Female,67,6077 Sixth Avenue,28379,15009,30605,16549,737,5
331,1985-06-01,Male,68,30 Catherine Street,29510,14669,29907,16764,732,2
8,1998-08-01,Male,69,41 East Boulevard,33606,18881,38497,33413,699,2
1354,1985-04-01,Male,59,7401 Seventh Street,37355,16349,33336,48213,692,3
1258,1940-05-01,Female,65,265 Little Creek Street,91752,19851,15470,15349,789,7
919,1965-03-01,Female,62,1635 Sussex Lane,20772,33295,67890,112564,698,2
1447,1987-02-01,Male,60,338 George Avenue,98059,33714,68741,203172,610,1
902,1988-04-01,Male,64,5157 Seventh Drive,92096,22081,45025,62719,635,1
1545,1999-12-01,Male,63,1433 Rose Boulevard,92545,15144,30882,60484,807,3
1001,1999-10-01,Male,62,6223 Maple Lane,37620,17795,36283,60989,716,1
1315,1962-08-01,Female,70,759 Madison Drive,62849,15976,32576,0,753,4
323,1965-07-01,Male,66,782 Hill Lane,93725,13093,26696,0,683,5
979,1961-02-01,Male,62,621 Rose Avenue,91768,16025,32678,44434,693,3
537,2000-10-01,Female,71,35 Fifth Street,95219,31600,64428,122968,703,2
1096,1960-10-01,Male,67,1089 Norfolk Avenue,13210,20294,41379,95988,681,2
1347,1955-05-01,Female,64,893 Littlewood Lane,27893,23756,55418,20950,590,3
1395,1961-09-01,Male,65,2687 Burns Avenue,07450,75378,153691,197377,604,2
1614,1979-09-01,Female,70,7072 Mountain View Avenue,74855,17730,36152,81345,716,1
1212,1987-02-01,Male,58,3904 Martin Luther King Drive,28112,19605,39975,52575,810,1
1588,1977-08-01,Male,69,74 Sixth Avenue,68132,28553,58223,128784,689,2
121,1985-11-01,Female,66,71858 Mountain View Street,54952,22277,45419,124370,721,3
1773,1997-09-01,Male,70,675 Norfolk Drive,77019,26420,53873,76960,742,1
1859,1952-01-01,Male,66,530 Federal Drive,10940,22621,38689,8942,836,5
1339,1994-08-01,Male,70,9181 Elm Avenue,95219,31600,64429,136163,773,2
1894,1999-01-01,Female,70,6595 Summit Boulevard,50047,23347,47602,89319,790,2
77,1920-10-01,Female,67,596 Ninth Street,17011,25336,51110,3781,709,8
363,1967-09-01,Female,66,7508 Grant Street,33773,23878,48686,113137,701,3
634,1970-08-01,Female,74,5063 Seventh Avenue,44131,24071,49079,6494,683,4
628,1963-01-01,Male,66,4 George Lane,19066,52517,107075,75999,815,3
756,1953-10-01,Female,65,8651 North Boulevard,45305,28466,59251,29300,679,1
971,1999-10-01,Female,66,711 Tenth Street,30263,19899,40572,0,732,5
111,1994-10-01,Female,65,3124 Madison Drive,30817,14717,30004,67526,738,3
312,2002-02-01,Female,68,4949 South Avenue,21911,23383,47672,115371,767,4
1627,1990-06-01,Male,65,323 Mountain View Lane,75956,18424,37568,53323,825,1
174,1996-04-01,Female,69,4822 Jefferson Avenue,25301,21899,44644,83108,716,3
420,1998-02-01,Male,62,1651 Oak Drive,92805,16252,33140,51305,744,1
488,1985-06-01,Male,69,927 River Street,78359,15758,32126,54351,745,2
7,1945-05-01,Male,61,124 Madison Lane,21202,20919,32682,21379,650,3
863,1959-12-01,Female,68,256 Ocean Drive,72837,16877,34406,1636,774,3
1854,1972-01-01,Male,69,4405 Wessex Drive,37406,23706,48337,70603,625,2
1041,1971-09-01,Female,62,6144 Summit Street,30752,15950,32522,50155,639,1
1616,1971-08-01,Male,70,469 First Lane,76226,46232,94260,39326,815,4
1805,1981-05-01,Male,68,679 Bayview Lane,49719,13053,26613,17008,718,2
1284,1969-09-01,Female,64,8990 Plum Street,02631,19591,39947,57346,765,2
1735,1963-05-01,Male,66,9291 Jefferson Drive,32960,17942,36583,56310,614,6
1528,1942-01-01,Female,73,324 Lafayette Drive,71055,17311,27992,1058,695,6
1278,2000-09-01,Male,70,1804 Madison Lane,43201,13938,28417,25959,684,3
591,1969-11-01,Male,60,320 Second Street,38671,18861,38458,65836,696,3
97,1950-03-01,Female,60,93 Mill Drive,37921,19596,32952,5077,765,1
31,1968-06-01,Female,65,413 East Boulevard,60445,22348,45570,0,712,3
1380,1982-09-01,Male,66,566 Lexington Drive,85053,20815,42444,77510,736,2
1240,1963-05-01,Female,67,899 Maple Street,43812,15603,31814,43140,693,3
378,2001-05-01,Female,60,512 Second Avenue,99336,18753,38241,81833,596,1
647,1988-07-01,Female,72,27 Birch Avenue,93666,13194,26900,74083,758,2
391,1934-07-01,Female,66,31 Hill Boulevard,29577,19025,35270,1769,731,6
588,1998-06-01,Male,66,2183 Catherine Boulevard,63069,23106,47109,76035,844,3
986,1987-07-01,Male,70,6577 Lexington Lane,11520,23550,48010,87837,703,3
1944,1957-11-01,Female,65,2 Elm Drive,41051,24218,49378,104480,740,4
185,1973-01-01,Female,67,276 Fifth Boulevard,07206,15175,30942,71066,779,3
1007,1954-02-01,Male,60,259 Valley Boulevard,17011,25336,54654,27241,618,1
1110,1998-11-01,Female,60,472 Ocean View Street,03052,32325,65909,181261,673,2
153,1943-08-01,Female,71,172 Birch Street,96799,21950,27484,16803,660,4
379,1972-11-01,Female,65,837 Lincoln Avenue,96799,21331,43496,114563,765,3
1852,1962-12-01,Male,75,41011 Seventh Boulevard,96799,32056,65357,21844,685,4
1493,1989-11-01,Male,65,136 Spruce Street,96799,26748,54537,121987,765,4
668,1932-10-01,Female,57,8569 Wessex Boulevard,96799,13263,16342,1758,747,5
290,1992-03-01,Female,66,293 Wessex Street,96799,49458,100837,61377,687,2
1511,1977-01-01,Male,66,18 Norfolk Boulevard,96799,23680,48279,114254,719,2
953,2001-06-01,Male,71,993 Mountain View Avenue,96799,14667,29909,42832,664,2
1441,1979-07-01,Male,66,631 Ocean View Street,96799,23840,48609,43520,737,3
1103,1974-05-01,Female,70,31 Jefferson Boulevard,96799,12618,25723,34007,746,3
1155,1936-08-01,Female,65,387 Third Boulevard,96799,15462,29494,1196,689,5
543,1976-03-01,Female,65,742 Lake Street,96799,15069,30721,49961,749,3
110,1967-10-01,Female,72,31204 El Camino Lane,96799,25594,52186,42852,737,4
1931,1961-06-01,Male,72,8996 Third Street,96799,40694,82974,181429,503,2
66,1999-06-01,Female,71,69 Norfolk Avenue,96799,15361,31314,40331,721,4
1191,1994-12-01,Female,69,299 Oak Boulevard,96799,18098,36902,60538,711,1
186,1958-11-01,Female,69,49 Bayview Lane,96799,18897,38536,72299,705,1
602,1963-01-01,Male,67,46 South Street,96799,16888,34437,0,681,4
909,1981-05-01,Male,64,215 Ocean View Drive,96799,24044,49023,66148,583,5
1424,1918-05-01,Female,68,887 Third Boulevard,96799,13086,15348,1396,761,4
577,1992-01-01,Female,65,769 Madison Drive,96799,16238,33106,108695,763,2
961,1944-02-01,Male,63,3031 Essex Street,96799,34909,26660,28332,721,4
108,1969-11-01,Female,68,373 Sussex Drive,96799,18709,38142,0,768,4
1932,1993-12-01,Female,60,15 Valley Stream Drive,96799,9352,19069,23153,658,1
276,1995-01-01,Male,70,9892 George Drive,96799,10626,21666,38058,610,2
936,2001-06-01,Female,67,255 Bayview Street,96799,20460,41717,27174,718,5
1243,1989-01-01,Female,72,9316 Hillside Lane,96799,17110,34884,26799,705,5
1606,1970-08-01,Male,66,9383 Martin Luther King Street,96799,25381,51755,88605,806,1
874,1995-03-01,Male,68,4973 Martin Luther King Lane,96799,30757,62711,68777,798,3
785,2001-11-01,Male,67,13 Main Boulevard,96799,23990,48909,71310,740,2
1353,1970-02-01,Female,65,655 Federal Avenue,96799,21232,43294,104521,816,7
471,1967-09-01,Male,65,123 Ocean View Street,96799,35137,71645,155006,629,3
1603,1978-12-01,Male,65,6515 Hillside Drive,96799,19036,38812,16331,762,4
158,1989-02-01,Female,72,5065 Catherine Drive,96799,20343,41475,0,747,2
1916,1937-04-01,Male,71,62696 Norfolk Drive,96799,15069,10142,1809,767,7
89,1984-06-01,Male,67,7794 Ocean Street,96799,14822,30217,23394,705,4
841,1997-06-01,Male,67,2429 Eighth Avenue,96799,17561,35800,65841,753,2
1388,1993-10-01,Male,71,4379 Lake Avenue,96799,35553,72485,31605,691,2
599,1993-03-01,Male,71,4872 Lexington Avenue,96799,49534,100991,0,722,3
771,1975-09-01,Male,69,919 Lafayette Drive,96799,18961,38661,88636,765,3
311,1973-12-01,Female,68,8070 Mill Lane,96799,14470,29510,47153,752,4
731,1988-07-01,Male,73,5558 Littlewood Avenue,96799,18734,38193,39874,703,3
1506,1994-10-01,Male,63,2800 Third Drive,96799,34578,70502,90003,614,2
1351,2001-12-01,Female,55,892 Third Boulevard,00820,28730,58579,94998,808,1
1935,1997-02-01,Female,65,98 Mountain View Drive,96799,22001,44862,78350,750,3
1980,1965-05-01,Male,63,990 West Street,96799,22856,46603,57177,612,1
494,1980-05-01,Male,68,700 Rose Avenue,96799,27635,56347,32530,779,3
425,1981-11-01,Male,67,8897 East Street,96799,29174,59482,130605,688,4
715,1983-01-01,Female,75,94 Ocean Avenue,96799,49195,100303,53919,821,2
154,1971-06-01,Male,61,8993 Madison Avenue,96799,18376,37468,73448,666,3
1016,1978-08-01,Female,53,165 Fourth Street,96799,0,553,740,719,3
226,1989-08-01,Male,68,4262 Madison Drive,96799,45596,92960,64167,724,3
1729,1990-09-01,Female,56,8958 Catherine Street,96799,24445,49842,79750,698,1
150,1968-08-01,Female,73,2897 West Street,96799,35062,71490,0,782,3
784,1975-06-01,Male,67,41043 Lincoln Lane,96799,24289,49523,89129,688,4
1961,2002-01-01,Male,66,6295 Norfolk Boulevard,96799,17116,34904,46002,657,2
610,2002-01-01,Male,58,36 First Drive,96799,21609,44061,107955,713,4
109,1990-08-01,Female,66,933 Sussex Drive,96799,19625,40005,37694,737,2
1043,1998-09-01,Female,61,95 Burns Drive,96799,47637,97127,210206,660,2
1548,1978-10-01,Male,65,439 George Avenue,96799,35834,73067,6332,721,3
665,1939-01-01,Female,65,374 Lexington Street,96799,12406,11613,427,790,8
118,1963-12-01,Female,68,407 Seventh Lane,96799,15471,31533,42315,753,3
1878,2002-01-01,Male,64,631 Elm Drive,96799,19508,39778,60850,702,1
774,1973-07-01,Male,61,671 Essex Street,96799,16378,33395,57774,588,2
1832,1983-10-01,Male,67,151 Lafayette Drive,96799,17839,36372,79220,684,2
53,1970-12-01,Female,68,7406 Mill Avenue,96799,19471,39700,59062,701,3
551,1955-01-01,Male,67,54 George Avenue,96799,19392,39543,53182,776,3
1491,1978-04-01,Female,68,40 River Boulevard,96799,22662,46209,56034,710,4
1661,1977-05-01,Female,67,939 Main Lane,96799,35553,72478,63078,728,2
999,2000-10-01,Female,62,2481 Hillside Street,96799,23691,48308,106571,703,4
1813,1984-04-01,Female,66,334 Birch Drive,96799,27637,56350,120125,808,4
1851,1972-01-01,Male,72,73 Essex Lane,96799,37121,75682,37163,727,5
1797,1952-11-01,Male,65,391 Martin Luther King Boulevard,96799,24971,30962,15336,743,5
1462,1989-07-01,Female,63,4788 Jefferson Boulevard,96799,18446,37610,64933,586,1
1630,1996-01-01,Male,65,716 Bayview Avenue,96799,15545,31693,98206,719,1
1707,1991-12-01,Female,70,816 Little Creek Lane,96799,17260,35194,56006,620,1
274,1976-04-01,Female,67,4 North Street,96799,23940,48810,0,799,3
1526,1966-03-01,Female,64,5773 River Street,96799,16742,34137,80467,671,4
1173,1948-03-01,Male,67,3095 Hill Boulevard,96799,25502,51703,5371,722,7
196,1975-05-01,Female,64,518 Norfolk Avenue,96799,17545,35775,67263,773,1
250,1970-02-01,Female,64,61674 Elm Drive,96799,17003,34671,55643,786,6
343,1964-09-01,Female,72,919 Ocean View Lane,96799,23368,47643,45706,764,8
1196,1959-06-01,Female,61,498 Elm Lane,96799,17113,34895,56622,820,4
1468,1954-01-01,Male,65,5238 Plum Street,96799,26188,44137,22392,626,2
1068,1998-11-01,Male,67,3900 Rose Street,96799,15864,32345,61066,730,3
1930,1993-10-01,Male,68,55 Madison Drive,96799,21810,44470,66413,721,3
1994,1971-09-01,Female,66,9716 Third Lane,96799,38345,78180,102759,740,3
321,1967-05-01,Male,67,262 First Lane,96799,19705,40177,47012,698,4
1187,1964-09-01,Male,67,203 Valley Lane,96799,23216,47334,87775,701,3
1823,1952-05-01,Male,70,172 Third Lane,96799,32056,65362,27745,743,6
137,1986-07-01,Female,65,3177 Oak Avenue,96799,20142,41069,64073,644,3
1709,1957-03-01,Female,69,628 Third Avenue,96799,17420,35519,111115,744,1
1519,1978-03-01,Female,72,98086 Essex Drive,96799,19625,40012,59472,849,4
1002,1988-04-01,Male,67,8446 Catherine Drive,96799,19023,38788,77448,716,1
44,1934-12-01,Male,67,8651 Seventh Street,96799,16738,38194,1674,680,3
1953,1991-01-01,Female,68,21 Lafayette Drive,96799,21579,43996,16260,842,3
1404,1967-11-01,Female,71,68 Sixth Avenue,96799,17886,36472,80469,526,2
327,1975-07-01,Male,67,7485 Seventh Street,96799,18069,36843,52248,772,5
923,2002-01-01,Female,70,38 Fifth Street,96799,23297,47501,81625,735,2
1171,1929-12-01,Male,67,73 Summit Street,00820,26370,39214,0,781,5
501,1995-08-01,Male,65,952 Plum Avenue,96799,17267,35212,56286,765,2
1077,1962-12-01,Female,54,886 Plum Boulevard,96799,17899,12044,10323,576,3
211,1976-05-01,Male,71,441 River Street,96799,14214,28983,36482,755,3
62,1941-11-01,Female,68,9911 Rose Street,96799,15296,22290,9235,716,6
717,1996-08-01,Female,65,361 Fourth Street,96799,26325,53675,82373,659,5
462,1956-09-01,Female,57,219 Ocean Avenue,96799,24571,50696,32793,767,5
1437,1942-04-01,Female,65,456 Birch Lane,96799,19640,44807,13730,751,4
1247,1950-09-01,Female,71,6466 Ninth Drive,96799,21654,44152,90526,700,5
935,2002-01-01,Female,71,197 George Drive,96799,15701,32014,61420,728,3
531,2001-12-01,Male,68,6294 Essex Drive,96799,14470,29497,66044,722,3
1841,1991-05-01,Female,71,672 Grant Lane,96799,19805,40381,63008,730,3
1582,1996-10-01,Female,71,515 Tenth Lane,96799,29174,59479,69645,688,1
1850,2001-09-01,Female,61,293 South Street,96799,16183,32998,45196,736,1
1537,1984-06-01,Female,69,4395 Bayview Lane,96799,17760,36213,48364,637,1
1228,1965-07-01,Male,61,456 Sixth Boulevard,96799,23287,47482,59590,726,5
1470,1931-09-01,Male,57,636 Main Avenue,96799,13088,22371,994,700,4
1856,1968-11-01,Male,65,1209 George Drive,96799,18376,37467,50461,784,4
209,1959-01-01,Female,67,2111 Burns Street,96799,14322,29206,25966,716,6
1126,2002-01-01,Male,64,3578 Pine Lane,96799,20570,41940,82593,710,1
1784,1969-01-01,Male,68,6310 El Camino Drive,96799,21680,44206,62813,690,1
1331,1971-02-01,Female,70,6661 Mill Lane,96799,24044,49026,83385,718,1
205,1982-01-01,Male,68,839 Essex Lane,96799,19560,39882,77817,809,4
973,1964-05-01,Male,68,1587 Rose Lane,96799,12285,25051,19465,734,4
481,2002-02-01,Male,67,628 Norfolk Avenue,96799,40694,82972,173295,653,1
737,1958-03-01,Female,60,8301 Tenth Drive,96799,18961,30359,16552,758,2
72,1982-12-01,Male,66,550 Forest Street,96799,20305,41401,71180,580,1
6,2000-06-01,Female,63,534 Second Lane,96799,27394,55854,111042,782,1
1527,1953-11-01,Female,67,1426 Fifth Avenue,96799,24779,50523,98763,578,1
1433,1946-03-01,Male,67,2834 West Street,96799,25381,48060,17440,581,3
1553,1998-10-01,Male,62,5 Lafayette Avenue,96799,42201,86042,165447,701,2
1181,1958-04-01,Male,66,747 Rose Drive,96799,25299,51581,35134,810,5
1572,1979-07-01,Female,70,903 Norfolk Boulevard,96799,9284,18935,43928,658,3
1179,1969-07-01,Female,71,312 Burns Boulevard,96799,24312,49570,43645,752,5
1365,2002-02-01,Male,65,6039 Valley Stream Street,96799,26752,54547,92901,751,1
897,1989-08-01,Female,64,847 Martin Luther King Lane,96799,13238,26996,33332,501,2
614,1935-09-01,Female,66,129 Sussex Street,96799,20570,16430,2873,779,7
1478,1980-10-01,Female,66,3863 River Avenue,96799,21829,44506,57994,849,3
1318,2002-02-01,Female,65,521 Mountain View Lane,96799,22397,45664,0,778,4
625,2000-12-01,Female,66,4135 Valley Stream Lane,96799,23224,47350,47026,680,1
1222,1977-12-01,Female,66,1957 Park Lane,96799,14094,28738,48786,600,1
1359,1984-07-01,Female,70,316 Lexington Boulevard,96799,22084,45025,49878,691,2
932,1953-02-01,Male,69,295 West Avenue,96799,16760,34172,71366,811,6
